products
product_id,product_name,product_category,price,,,,,,,
373,Luminous Jaipur Mahal 1320mm Designer Ceiling Fan for Home and Office (Thar Gold),appliances,"₹7,040.00",,,,,,,
374,atomberg Efficio 250mm (sweep size) BLDC motor Energy Saving Exhaust Fan (Black),appliances,"₹3,490.00",,,,,,,
375,LEAPUP Wooden Aroma Diffuser Humidifier Cool Mist Air Diffuser Purifier humidifier for Bedroom | humidifiers for Room (Ass...,appliances,₹599.00,,,,,,,
376,"Orient Electric Apex Prime 1200mm High Speed Ceiling Fan (Smoke Brown, Pack of 1)",appliances,"₹3,200.00",,,,,,,
377,Orient Electric Roto-53 400 MM high speed wall mounted cabin fan (White & Blue),appliances,"₹3,880.00",,,,,,,
378,Hitachi Split Ac - 1.5 Ton Kiyora 5200Fx I Fresh Inverter - R32 - RSRG518FFEO (Gold),appliances,"₹71,900.00",,,,,,,
379,"REMAXX Portable Cool mist Humidifier with LED Night Light | Essential Oil Diffuser for Bedroom, Car, Office, Babies | Deco...",appliances,₹999.00,,,,,,,
380,"MoonAir Plastic Nano 15 L Personal Air Cooler For Home, 5 Fin Power Flow Blade With Auto Swing, 4-Way Air Deflection and P...",appliances,"₹6,990.00",,,,,,,
381,"Symphony Storm 70 XL Desert Air Cooler For Home with Honeycomb Pads, Powerful Fan, i-Pure Technology and Low Power Consump...",appliances,"₹14,999.00",,,,,,,
382,"Ampereus 6 Inch Chimney Exhaust Pipe With Free Cowl Cover (Flexible Aluminium Duct Pipe Upto 10 Feet) , Silver",appliances,"₹1,990.00",,,,,,,
383,Havells Nicola 1400mm High Performance at Low Voltage (HPLV) Ceiling Fan (Bronze Copper),appliances,"₹6,180.00",,,,,,,
384,Oriley 2113 Ultrasonic Cool Mist Humidifier Manual Air Purifier for Home Office Adults and Baby Bedroom (1 Year Warranty)...,appliances,"₹3,289.00",,,,,,,
385,Aparna Apsara 1200 mm (48 inch) High Speed Ceiling Fan (Metallic Brown),appliances,"₹2,199.00",,,,,,,
386,"Lloyd 2.0 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Gol...",appliances,"₹85,990.00",,,,,,,
387,Original FY1410 + FY1413 (HEPA and CARBON) Black & White Filter Set Compatible For Philips Air Purifier Model AC1215 & AC1217,appliances,"₹4,390.00",,,,,,,
388,Absorbia Moisture Absorber| Absorbia Hanging Pouch - Season Pack of 6 (440 gms X 6 Pouches) | Absorption Capacity 1000ml E...,appliances,"₹1,314.00",,,,,,,
389,"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,"₹73,990.00",,,,,,,
390,Air O Matic Room Air Purifier and Humidifier Revitalizer (Green),appliances,"₹1,399.00",,,,,,,
391,Usha Mist Air ICY with Remote 400MM 50- Watt Pedestal Fan (White),appliances,"₹4,740.00",,,,,,,
392,"SEER®Ceiling Fan Switch 7 Step Type Fan Regulator use in household, offices, shops, restaurants, hospitals and more (Whit...",appliances,₹299.00,,,,,,,
393,Honeywell Air Touch HCMF25M0012 Compound Filter with HEPA and Activated Carbon (Black),appliances,"₹2,990.00",,,,,,,
394,"PESOMA Table Fan, Small Portable Desktop Fan with 21 SMD Light Strong Wind, Quiet Operation Personal Mini Fan for Home Off...",appliances,"₹3,999.00",,,,,,,
395,ACTIVA 390 RPM High Speed 1200MM BEE Approved 5 Star Rated Apsra Deco Ceiling Fan Comes with 2 Year Warranty Pack of 2 (CO...,appliances,"₹3,980.00",,,,,,,
396,"Longway Creta 600mm /24 Inch High Speed Decorative Ceiling Fan with 2 Years Warranty (Ivory, Pack of 1)",appliances,"₹2,681.00",,,,,,,
397,"Voltas VAP26TWV Air Purifier with 6 Stage Filteration, White, Normal (Prefilter, Activated Carbon Filter, Anti-Bacterial F...",appliances,"₹12,990.00",,,,,,,
398,JKOPZ AIR COOLER PORTBLE,appliances,"₹1,299.00",,,,,,,
399,"HEWA 8 inch 200mm (round) 100% copper Ventilation Exhaust fan for Kitchen, Bathroom, Office (Ivory)",appliances,"₹1,299.00",,,,,,,
400,"Panasonic 1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Wa...",appliances,"₹59,400.00",,,,,,,
401,Orient Electric Gratia Shine Aluminium 1200 MM Deco Fan (Silky Silver),appliances,"₹4,415.00",,,,,,,
402,Usha Bloom Magnolia 1250mm wattage 78 Goodbye Dust Ceiling Fan with Anti Dust Feature(Sparkle Grey and Blue),appliances,"₹3,775.00",,,,,,,
403,"Anchor by Panasonic GrestarÂ Personal Fan (Grey, 225 mm)",appliances,"₹1,750.00",,,,,,,
404,"SAMEER Gati 600mm/24 High Speed Ceiling Fan, 2 Years Warranty (Brown)…",appliances,"₹1,500.00",,,,,,,
405,Orient Electric Wendy 1200mm ceiling fan (Metallic Black-Gold),appliances,"₹9,500.00",,,,,,,
406,"Casa Copenhagen Lion Collection, 40 L - Personal Air Cooler with Anti Bacterial Honeycomb Pads, 3rd Turbo Fan, Powerful Ai...",appliances,"₹19,999.00",,,,,,,
407,"REXERA Personal Air Conditioner, Arctic Air Conditioners with Icebox, Evaporative Fan with USB Cable Personal Air Cooler w...",appliances,"₹2,500.00",,,,,,,
408,"Symphony Jumbo 70 Desert Air Cooler For Home with Aspen Pads, Powerful Fan, Cool Flow Dispenser and Free Trolley(70L, Grey)",appliances,"₹11,999.00",,,,,,,
409,"crompton Axial Air High-Speed Plastic Exhaust/Ventilation Fan (150 mm/6 Inches, White)",appliances,"₹1,599.00",,,,,,,
410,"Blue Star 1.5 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,"₹39,500.00",,,,,,,
411,"Dr. CHARCOAL Non Electric Air Purifier, Deodorizer and Dehumidifier for Cars, Bathrooms and Kitchen - 200 Grams (Modish Neel)",appliances,₹599.00,,,,,,,
412,Absorbia Moisture Absorber XL with Activated Charcoal | Pack of 2 (450 g X 2 boxes) | 1L Absorbs|Dehumidifier for Rooms & ...,appliances,₹499.00,,,,,,,
413,Evrum Humidifier for room Magic Cool Mist Essential Oil Diffuser Air Humidifier with Various Colorful Led Night Light for ...,appliances,"₹2,999.00",,,,,,,
414,"Lifelong Llfh921 Regalia 2000 Watt Fan Heater, 3 Air Settings, Room Heater With Overheating Protection, 1 Year Warranty (W...",appliances,"₹2,000.00",,,,,,,
415,Absorbia Moisture Absorber|Absorbia Reusable Box w/Refill-Pack of 3 (400 g X 3 Boxes)|Absorbs 800ml| Dehumidifier for Base...,appliances,₹897.00,,,,,,,
416,"Blue Star 1.5 Ton 5 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,"₹44,500.00",,,,,,,
417,"Casa Copenhagen, Tower Fan with 25 Feet Air Delivery, 4 Way Air Flow, High Speed, Anti Rust Body - Premium - White Sparro...",appliances,"₹6,999.00",,,,,,,
418,Havells I Cool 175mm Personal Fan (Black Silver),appliances,"₹3,585.00",,,,,,,
419,"Orient Electric Aeroslim 1200mm Smart Premium Ceiling Fan with IOT, Remote & Underlight (White)",appliances,"₹14,360.00",,,,,,,
420,"IBELL BLADE WF1980 Premium Wall Fan with 5 Leaf, Low Noise Motor,High Speed - Black",appliances,"₹3,450.00",,,,,,,
421,"Panasonic 1 Ton 3 Star Inverter Split Air Conditioner (Copper, PM 2.5 Air Purification, 2022 Model, CS/CU-RU12XKYA, White)",appliances,"₹47,100.00",,,,,,,
422,"Racold Andris Slim 20 Litres Horizontal 4 Star Storage Water Heater (Geyser) White, with Free Standard Installation and Pipes",appliances,"₹14,949.00",,,,,,,
423,"HEWA 4 inch (100mm) 100% copper Ventilation Exhaust fan for kitchen, bathroom, office",appliances,"₹1,049.00",,,,,,,
424,"Allin Exporters 191 Top Fill Humidifier with Touch Screen, Night Light & Essential Oil Tray Ultrasonic Cool Mist for Cold...",appliances,"₹2,999.00",,,,,,,
425,"Dr. CHARCOAL Non-Electric Air Purifier, Deodorizer and Dehumidifier for Car, Bathroom and Kitchen - 200 Grams (Classic Khaki)",appliances,₹599.00,,,,,,,
426,"Spefez Diffuser For Home Fragrance,Cool Mist Humidifiers Humidifier For Room Essential Oil Diffuser Aroma Air Humidifier w...",appliances,₹999.00,,,,,,,
427,Orient Electric Stand 32 Trendz Pedestal Fan | Reduced Noise with Innovative CT Technology | Stand Fan for Home with 1330 ...,appliances,"₹4,340.00",,,,,,,
428,"Luminous Audie 1200mm Smart Ceiling Fan for Home and Office with Remote, IoT, Works with Alexa (Mirage White)",appliances,"₹5,299.00",,,,,,,
429,"Proscenic A8 SE Air Purifier for Home, H13 True HEPA Filter, CADR 200 m³/h, up to 1345 sq. ft per Hour, App Control, Alexa...",appliances,"₹16,990.00",,,,,,,
430,Supvox® 300mL Mini Silent Humidifier for Household Car Humidifier Desktop Humidifier with Atmosphere Light Car Office Room...,appliances,"₹1,011.00",,,,,,,
431,V-Guard Exado Pro AS Anti Dust High Speed Ceiling Fan for Home | Energy Efficient | RIBAND BLUE MATTE | 1200mm | 400 RPM |...,appliances,"₹4,690.00",,,,,,,
432,Havells Birdie 230mm Personal Fan (Black Grey),appliances,"₹2,630.00",,,,,,,
433,Havells Zella Flap Auto Immersion Rod 1500 Watts,appliances,"₹1,820.00",,,,,,,
434,"Havells Enticer 1200mm Energy Saving with Remote Control 5 Star Decorative BLDC Ceiling Fan (Pearl White Chrome, Pack of 1)",appliances,"₹8,235.00",,,,,,,
435,"Xiqarn Table Fan High Speed, Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Home, Office D...",appliances,"₹1,299.00",,,,,,,
436,AO Smith SGS-GREEN-010 Storage 10 Litre 3KW Vertical Water Heater (Geyser) White Express Heat 5 Star,appliances,"₹12,000.00",,,,,,,
437,"Dyson Purifier Cool Formaldehyde Air Purifier (Advanced Technology), HEPA + Catalytic Oxidation Filter, Wi-Fi Enabled, TP0...",appliances,"₹56,900.00",,,,,,,
438,"Orient Electric Enamour Prime 25L Glassline Storage Water Heater (Geyser), 5-star BEE rated, 5-layer safety shield, Suitab...",appliances,"₹15,590.00",,,,,,,
439,"Amazon Basics 1 Ton, 5 Star, Wi-Fi Enabled Smart(Alexa/Google Assistant), Single Rotary Inverter Split AC (Copper Condense...",appliances,"₹49,089.00",,,,,,,
440,"Havells Enticer 600mm Decorative, Dust Resistant, High Power in Low Voltage (HPLV), High Speed Ceiling Fan (Pearl White Ch...",appliances,"₹5,040.00",,,,,,,
441,"Yashvin® 35% Off on Wall Mounted Fan High Speed Kitchen Fan All Purpose 3 in 1 ( Wall Fan, Table Fan, Ceiling Fan) Fan, 3 ...",appliances,"₹1,499.00",,,,,,,
442,chirag distribution Chimney Pipe Cowl Cover 6inch Pack of one Multi-Color (1),appliances,₹250.00,,,,,,,
443,HEWA Nexa 6 inch (150 mm) Ventilation Exhaust Fan (Black),appliances,"₹1,049.00",,,,,,,
444,"IFB 1 Ton 3 Star Twin Inverter Split Fastcool Silver Series AC (Copper, PM 0.3 Filter, IACI12SA3G3C, 2021 Model, Ivory Matte)",appliances,"₹42,190.00",,,,,,,
445,"averX Cowl Cover for Kitchen Chimney Exhaust Duct Pipe (6\"",Grey)\""",₹135.00,,,,,,,,
446,Suzec Mini Immersion Water Heater Rod Small Portable Tea Coffee Milk Soup Mug Cup Heater Warmer Heater Travelling Water He...,appliances,₹999.00,,,,,,,
447,AMPEREUS 6-inch Chimney Exhaust Pipe 10 Feet with Cowl Cover and Aluminium Tape (Silver),appliances,"₹1,999.00",,,,,,,
448,Chirag distribution Plastic Chimney Exhaust Pipe (6-inch; Up to- 7+ feet),appliances,₹999.00,,,,,,,
449,"Philips FY1410/10 Nano Protect Filter - HEPA, Multicolor",appliances,"₹2,595.00",,,,,,,
450,"Absorbia Moisture Absorber | Absorbia Sachet - Season XL Pack of 12 (200ml Each) | Dehumidier for Bags, Suitcases & Drawer...",appliances,"₹1,320.00",,,,,,,
451,V-Guard Gatimaan Pro HSP N High Speed Pedestal Fan (2100 RPM) (2 Year Warranty) (Blue Black),appliances,"₹5,600.00",,,,,,,
452,"Samsung 1.5 Ton 5 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",appliances,"₹75,990.00",,,,,,,
453,Candes Lynx 1200mm / 48 inch High Speed Decorative 400 RPM (100% CNC Winding) Ceiling Fan 2 Yrs Warranty - Pack of 2 (Silv...,appliances,"₹4,798.00",,,,,,,
454,Havells Solace 1500 Watt with PTC Ceramic Heating Element & 2 Heat Setting Room Heater (White & Black),appliances,"₹5,665.00",,,,,,,
455,"SHREEGUN VILLA Cool Mist Humidifier, 300ml Mini Portable Humidifier with Multicolor LED Night Light, 2 Mist Mode and Auto ...",appliances,"₹1,499.00",,,,,,,
456,Trixes Air Go Arctic Air Portable 3 In 1 Conditioner Humidifier Purifier Mini Cooler Arctic Air Humidifier Purifier Mini C...,appliances,"₹2,499.00",,,,,,,
457,Kenstar Wave 56 Litres Woodwool Tower Window Cooler (Grey),appliances,"₹9,290.00",,,,,,,
458,"HARMAN INDUSTRIES Metal Fresh Air Exhaust Fan , 9 Inch (Metallic Grey)",appliances,"₹1,400.00",,,,,,,
459,"Deerma F628 Manual Air Humidifier with Ultrasonic Micropore Technology, Essential Oil Tray, 360 Degree Rotatory Nozzle & W...",appliances,"₹3,450.00",,,,,,,
460,"CSI INTERNATIONAL® 1L instant portable water heater/geyser for use home , office , restaurant , labs, clinics , saloon , b...",appliances,"₹2,499.00",,,,,,,
461,"Activa Amazon 10 L Instant 3 KVA (0.8mm )Special Anti Rust Coated Tank Geyser with 5 Year Warranty, Abs Top Bottom, (IVORY)",appliances,"₹6,490.00",,,,,,,
462,Absorbia Moisture Absorber & Odour Buster with Activated Charcoal |Family Pack of 3 (300 gms X 3 Boxes) |Absorption Capaci...,appliances,₹549.00,,,,,,,
463,"LG 1.5 Ton 3 Star DUAL Inverter Window AC (Copper, Convertible 4-in-1 cooling, HD Filter, 2022 Model, PW-Q18WUXA, White)",appliances,"₹69,990.00",,,,,,,
464,"Rectus Enterprises TR103, One Digital Ceiling Fan Remote Regulator with Timer for Non-Modular Screw Fitted Switch Board, W...",appliances,"₹1,050.00",,,,,,,
465,"\Lasko 48\""\"" Xtra Air Tower Fan with Fresh Air Ionizer""",Timer and Remote Control for Home and Office use,41,,,,,,,
466,Longway Starlite-1 1200 mm/48 inch High Speed Anti-dust Technology Decorative 5 Star Rated Ceiling Fan 400 RPM with 3 Year...,appliances,"₹2,681.00",,,,,,,
467,"Electronic Spices AC 220v Axial Cooling Blower Exhaust Fan, Size : 4.75 inches for DIY Cooling Ventilation Exhaust for hom...",appliances,₹580.00,,,,,,,
468,Activa 3Kva Instant (0.7 MM THICK) 304L SS Tank Volcano Geyser (3Litre),appliances,"₹4,990.00",,,,,,,
469,"Usha Bloom Primrose 1250mm Dust, Oil & Moisture Resistant Ceiling Fan (Sparkle Golden & Cherry)",appliances,"₹4,335.00",,,,,,,
470,ACTIVA 390 RPM High Speed Bee Approved 5 Star Rated 1200mm Blade Sweep Apsra Brown Ceiling Fan with 2 Years Warranty (BROWN),appliances,"₹1,990.00",,,,,,,
471,"Lloyd 2.0 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Sil...",appliances,"₹77,990.00",,,,,,,
472,Orient Electric Wall-43 400 MM Wall Mounted Fan (Crystal white),appliances,"₹3,520.00",,,,,,,
473,Lifelong LLSWH10 Aqua 10L Storage Metal Body Vertical Water Heater (Geyser) |3 Star BEE Rating| 2000W| (White),appliances,"₹10,000.00",,,,,,,
474,"Anchor by Panasonic Lugano 3L Geyser, Instant Water Heater with advance 4 level safety (Geyser) with Glassline Inner Tank",appliances,"₹5,699.00",,,,,,,
475,"Lloyd 1.0 Ton 2 Star Fixed Speed Split AC (Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White, GLS12C2XWASD)",appliances,"₹46,990.00",,,,,,,
476,Hindware Snowcrest CRUZO 52L Inverter Compatible Desert Air Cooler With Woodwool Pads (Black & White),appliances,"₹11,990.00",,,,,,,
477,"Voltas 2 Ton 5 Star, Inverter Split AC(Copper,4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 245V Vectra Plus, White)",appliances,"₹93,990.00",,,,,,,
478,"Crompton Optimus Neo Tower Air Cooler- 27L; with Everlast Pump, Auto Fill, 4-Way Air Deflection and High Density Honeycomb...",appliances,"₹10,000.00",,,,,,,
479,AMPEREUS 4 Inch Chimney Exhaust Duct Pipe Silver Colour Expend Till 6 Feet Suitable For All Brand Of Chimney (4 Inch) with...,appliances,₹999.00,,,,,,,
480,Allin Exporters Ultrasonic Mist Maker Water Fogger Fog Atomizer Machine with 12 Colorful LED Lights for Humidifier Diffuse...,appliances,₹950.00,,,,,,,
481,Havells Swing Lx 400mm Table Fan (Cherry),appliances,"₹3,420.00",,,,,,,
482,ACTIVA 600 MM HIGH Speed 850 RPM Galaxy-1 4 Blade Anti DUST Coating Ceiling Fan (Silver & Blue)- 2 Year Warranty,appliances,"₹2,990.00",,,,,,,
483,V-Guard Esfera STS N Pedestal Fan (1350 RPM) (2 Year Warranty) (Black),appliances,"₹4,250.00",,,,,,,
484,"NL TRADERS-Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Condition...",appliances,"₹3,999.00",,,,,,,
485,Aparna Smart 1200 mm (48 inch) High Speed Ceiling Fan (Smoke Brown),appliances,"₹2,199.00",,,,,,,
486,MR NOMO Fridge & Refrigerator Odor & Remover Gel | Remove Nasty Smell from your Fridge & Refrigerator | Natural Seaweed fo...,appliances,₹398.00,,,,,,,
487,atomberg Erica 1200mm BLDC Motor 5 Star Rated Decorative Ceiling Fans for Home with Remote Control | Upto 65% Energy Savin...,appliances,"₹6,750.00",,,,,,,
488,"Airth Clean Air Module AC Filter, Convert Split AC into Air Purifier with HEPA Filter, Proven Protection from Germs, Smog,...",appliances,"₹2,499.00",,,,,,,
489,VARiSTY Humidifier For Room Humidifier Aroma Diffuser Air Diffuser For Home Fragrance Ultrasonic Mist Oil Diffuser Mist Hu...,appliances,₹999.00,,,,,,,
490,"Bajaj DMH 95 95L Desert Air Cooler with DuraMarine™ Pump (2-Yr Warranty), Ice Chamber, Antibacterial Hexacool Technology, ...",appliances,"₹17,890.00",,,,,,,
491,"BRIGATTES Humidifier for room, Air Humidifier With Cool Mist Humidifiers aroma diffuser for Aroma Air Humidifier with Led ...",appliances,"₹1,699.00",,,,,,,
492,"RA8 Products Fan Guard Cover, Round Electric Fan Guard Net Dustproof Mesh Washable Fan Protection Cover Children Finger Sa...",appliances,₹299.00,,,,,,,
493,"Prestige Fruit and Vegetable Cleaner (Ozonizer) - POZ 1.0, Blue and White",appliances,"₹4,695.00",,,,,,,
494,Hindware Snowcrest Caeli 1200mm Ceiling Fan for Home with Powerful & Long Life Copper Motor and Easy To Clean Dust Resista...,appliances,"₹3,399.00",,,,,,,
495,Lifelong LLSWH15 Aqua Plus 15L Storage Metal Body Vertical Water Heater (Geyser) |3 Star BEE Rating| 2000W| (White),appliances,"₹15,000.00",,,,,,,
496,Portable Mini Air Conditioner Small Size 500Ml Water Tank USB Powered 3 Speed Cooler Quiet Desk Fan for Cooling Personal S...,appliances,"₹2,599.00",,,,,,,
497,"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,"₹85,990.00",,,,,,,
498,Moonstruck 100% Copper SHOCK PROOF 2000 W Immersion Heater Rod (WATER),appliances,"₹1,499.00",,,,,,,
499,Dyson Air Purifier Cool TP07 (White/Silver),appliances,"₹56,900.00",,,,,,,
500,"Bajaj DC 2050 DLX 70L Desert Air Cooler for Home with DuraMarine Pump (2-Yr Warranty), Turbo Fan Technology, Powerful Air ...",appliances,"₹14,000.00",,,,,,,
501,Blue Star Air Purifier BS-AP490LAN with UV Based Microbe Sterilize technology|removes 99.7% airborne viruses & bacteria|Tr...,appliances,,,,,,,,
502,"Allin Exporters LH-2028 Humidifier Touch Screen, Night Light, Essential Oil Tray, Top Fill Ultrasonic Cool Mist for Cold &...",appliances,"₹3,099.00",,,,,,,
503,Candes 25 Litre Automatic Storage ISI Approved Vertical Electric Water Heater (Geyser) 5 Star Rated with Installation Kit...,appliances,"₹8,399.00",,,,,,,
504,"Orient Electric Adena Prime 1200mm 380 RPM High Speed Decorative Ceiling Fan (Smoke Brown, Pack of 1)",appliances,"₹3,700.00",,,,,,,
505,USHA Colossus Rust Free Aluminium Blade 400mm Pedestal Fan (Red),appliances,"₹4,000.00",,,,,,,
506,Havells Tuono Personal Air Cooler - 18 Litre,appliances,"₹8,150.00",,,,,,,
507,Spicado Traders Wall Exhaust Fan/Chimney Vent Pipe Cover/Mosquito Net/Dust Controller/Square Type Air Vent Grille Cover Du...,appliances,₹899.00,,,,,,,
508,CZ-IT Fridge Odour Absorber-120g (Pack of 2),appliances,₹460.00,,,,,,,
509,atomberg Renesa+ 900mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spe...,appliances,"₹5,560.00",,,,,,,
510,"Candes Arena 900mm, 36 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Pack of ...",appliances,"₹3,998.00",,,,,,,
511,"Lloyd 1.5 Ton 4 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Golden Deco Strip, Glw18C4Ywgew)",appliances,"₹50,990.00",,,,,,,
512,"CILICAnT 5 Gram (10 Pcs) Silica Gel Orange Packets Desiccant Dehumidifiers, Indicating Silica Gel Packs for Moisture Absor...",appliances,₹156.00,,,,,,,
513,"Voltas 1.5 Ton 3 Star, Fixed Speed Window AC (Copper, Turbo Mode, 2023 Model, 183 Vectra Pearl, White)",appliances,"₹42,990.00",,,,,,,
514,"Casa Copenhagen Lion Collection'23, 40 L - Personal Air Cooler with Anti Bacterial Honeycomb Pads, 3rd Turbo Fan, Powerful...",appliances,"₹19,999.00",,,,,,,
515,Bajaj Ultima Neo PT-01 200 mm Table Fan - Blue,appliances,"₹2,070.00",,,,,,,
516,"HIFRESH Air Cooler for Home, 180W Low Consumption & 3 Antibacterial Honeycomb Pads, 20L Tank, 3 Speeds & 2 Modes w/ 4 Ice ...",appliances,"₹16,500.00",,,,,,,
517,"Havells 1200mm Stealth Wood Energy Saving Ceiling Fan (Walnut Cola Chrome, Pack of 1)",appliances,"₹13,490.00",,,,,,,
518,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elite, Wh...",appliances,"₹56,990.00",,,,,,,
519,LUMINOUS New York Brooklyn 1200MM Star-rated BEE Certified Energy Efficient 56-Watt High Speed Ceiling Fan (Venetian Grey),appliances,"₹3,823.00",,,,,,,
520,Orient Electric PP Plastic Wall-44 Trendz Fan (Electric Blue - 400 MM),appliances,"₹3,590.00",,,,,,,
521,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),appliances,₹510.00,,,,,,,
522,Kent 15002 Aura Air Purifier |Highly Efficient HEPA Technology | In-Built Ionizer| Filter Change Indicator & Air Quality S...,appliances,"₹15,990.00",,,,,,,
523,HAVAI Submersible Cooler Pump - Suitable for Air Coolers - 30 to 50 litres Tank Capacity,appliances,₹549.00,,,,,,,
524,"Morphy Richards OFR Room Heater, 09 Fin 2000 Watts Oil Filled Room Heater , ISI Approved (OFR 9 Grey)",appliances,"₹13,999.00",,,,,,,
525,"Rexnord 22038 A2 T Panel Square Aluminium Die Cast Exhaust Fan (Black, 4 X 4 Inches)",appliances,₹999.00,,,,,,,
526,"LEVOIT Personal Air Conditioner, Arctic Air Conditioners Icebox, Evaporative Fan with USB Cable Personal Air Cooler with 3...",appliances,"₹5,999.00",,,,,,,
527,Mini Cooler Mini AC USB Battery Operated Air Conditioner Mini Water Air Cooler Cooling Fan Blade Less Duel Blower with Ice...,appliances,₹799.00,,,,,,,
528,"Havells Monza EC 15-Litre Vertical Storage Water Heater (Geyser) with Flexi Pipe, Ivory 5 Star",appliances,"₹11,970.00",,,,,,,
529,Usha Diplomat 1200 mm 74-Watt Ceiling Fan (Rich Brown),appliances,"₹1,830.00",,,,,,,
530,Havells Ventil Air DXW-R 150mm Exhaust Fan (White),appliances,"₹1,748.00",,,,,,,
531,"SUBHASH® 16 (inch) Fan Blade For Table Fan,Pedestal fan,Wall Fan,Cabin Fan (8mm White)",appliances,₹999.00,,,,,,,
532,atomberg Efficio 150mm (sweep size) BLDC motor Energy Saving Exhaust Fan (White),appliances,"₹3,040.00",,,,,,,
533,"Kenstar COLT 35 LITRES HONEYCOMB PERSONAL COOLER WHITE, (KCLCLTWF035BMH-ECT)",appliances,"₹9,390.00",,,,,,,
534,"Bajaj New Shakti Storage 25 Litre Vertical Water Heater, White, 4 Star (43.3 x 44.1 x 57 cms)",appliances,"₹9,900.00",,,,,,,
535,Amazon Basics Air Purifier | H13 True HEPA filter with 99.97% efficiency | Suitable for room area up of 300 sq. ft | 3 Wor...,appliances,"₹12,499.00",,,,,,,
536,Scrub Daddy Instant Portable Water Heater Geyser 1Ltr. for Use Home | Restaurant | Office | Labs | Saloon | with Installat...,appliances,"₹3,500.00",,,,,,,
537,"Orient Electric Aura Neo 3L Instant Water Heater (Geyser), 5-Level Safety Shield, Suitable For High Rise Buildings, Stainl...",appliances,"₹4,890.00",,,,,,,
538,"Geek Aire CF1SL Rechargeable 13” Inch Portable Outdoor Metal Fan, 7500mAh Li-ion Battery Fan for Long Run Time of 3-20 Hou...",appliances,"₹9,099.00",,,,,,,
539,Luminous Propelaire 1200MM Designer Ceiling Fan for Home and Office with BEE 3-Star Rating and 40% Energy Saving (Sporty Y...,appliances,"₹5,190.00",,,,,,,
540,"LG 1.5 Ton 3 Star Hot & Cold DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, 4 Way Swing & Anti Allergic...",appliances,,,,,,,,
541,ATLAS HOME APPLIANCES High Speed Table Fan for Cooling (65 W),appliances,"₹2,999.00",,,,,,,
542,JP ENTERPRISE mini cooler for room cooling mini cooler ac portable air cooler portable air conditioners for Home Office Ar...,appliances,"₹2,999.00",,,,,,,
543,"Havells Monza EC 15-Litre Vertical Storage Water Heater (Geyser) with Flexi Pipe, White 5 Star",appliances,"₹11,970.00",,,,,,,
544,"Bajaj DMH67 67L Desert Air Cooler for Home with DuraMarine Pump (2-Yr Warranty), Antibacterial Honeycomb Pads, Powerful Ai...",appliances,"₹14,890.00",,,,,,,
545,"Candes Figo 600mm, High Speed Decorative Anti-Rust 858-RPM Ceiling Fan with 2 Yrs. Warranty (Coffee Brown)",appliances,"₹2,349.00",,,,,,,
546,HANNEA® 500ml Mini Silent Humidifier Household Car Humidifier Desktop Humidifier with Atmosphere Light Car Office Kids Roo...,appliances,"₹1,762.00",,,,,,,
547,"Wenpro Arctic Ultra Air Conditioner with Ice and Water box, Evaporative Fan with USB Cable with 3 Speeds fan for Kitchen L...",appliances,"₹1,799.00",,,,,,,
548,Racold Buono Pro 25 Litres Vertical 5 star Storage Water Heater (Geyser),appliances,"₹9,749.00",,,,,,,
549,"Voltas 1.5 Ton 3 Star, Inverter Window AC (Copper, 2-in-1 Adjustable Mode, 2023 Model, 183V Vertis Elite, White)",appliances,"₹49,990.00",,,,,,,
